# R1 Temperature,R1 Flow,R1 H2/CH4,R2 Temperature,R2 Flow,R2 H2/CH4
2.859286218582204886e-01,7.746400071537935528e-01,1.837231498772141924e-01,7.922421225031852643e-01,-6.215039649215444717e-01,-9.449549944490069908e-01
