# R1 Temperature,R1 Flow,R1 H2/CH4,R2 Temperature,R2 Flow,R2 H2/CH4
-3.537980993860931345e-02,-5.890321809330194558e-01,-9.246694731744317663e-02,8.355211625932799091e-01,-9.014131431895177071e-01,3.355892395544168849e-01
