# Conversion,C2 selectivity,Aromatics selectivity,Aromatics and Coke selectivity,Coke selectivity,Acetylene/(Ethylene+Ethane),C2 yield,Aromatics yield,Coke yield,Hydrocarbon yield
1.936663818359375000e+01,4.044327545166015625e+01,1.884268379211425781e+01,4.203001022338867188e+01,2.385676383972167969e+01,7.831643819808959961e-01,1.370471668243408203e+01,4.523888587951660156e+00,4.051061153411865234e+00,1.653102493286132812e+01
