# R1 Temperature,R1 Flow,R1 H2/CH4,R2 Temperature,R2 Flow,R2 H2/CH4
6.396125371352274769e-01,6.523280250483199927e-01,6.721522057493564128e-01,8.393173217282537957e-01,-2.886745503487788689e-01,2.560798655073563412e-01
