# R1 Temperature,R1 Flow,R1 H2/CH4,R2 Temperature,R2 Flow,R2 H2/CH4
-5.068806415618971606e-01,2.224293808577606502e-01,-5.217013032640926973e-02,8.442025853992505269e-01,-5.828187093394849860e-01,-7.063461322411823673e-02
