# R1 Temperature,R1 Flow,R1 H2/CH4,R2 Temperature,R2 Flow,R2 H2/CH4
7.381569609825217038e-01,5.964617087985042421e-01,1.197252061005407153e-01,8.135957545797324331e-01,2.517780861554360095e-01,3.459567030215806582e-01
