# R1 Temperature,R1 Flow,R1 H2/CH4,R2 Temperature,R2 Flow,R2 H2/CH4
7.147249627426888186e-01,5.815964609131725194e-01,-3.224182711495648945e-02,8.795588326497608689e-01,3.489157892947570283e-01,1.785469386109865275e-01
