# R1 Temperature,R1 Flow,R1 H2/CH4,R2 Temperature,R2 Flow,R2 H2/CH4
6.740470437712515750e-01,4.404563797234420375e-02,3.815279691325739186e-01,9.427773880740544232e-01,-9.475754151336883424e-03,1.859694478791897587e-01
