# R1 Temperature,R1 Flow,R1 H2/CH4,R2 Temperature,R2 Flow,R2 H2/CH4
5.372245112461870864e-01,9.913792260987004390e-01,2.118368780176985711e-01,9.752084473888397165e-01,1.593187765123073307e-01,8.957819474314134833e-01
