# Conversion,C2 selectivity,Aromatics selectivity,Aromatics and Coke selectivity,Coke selectivity,Acetylene/(Ethylene+Ethane),C2 yield,Aromatics yield,Coke yield,Hydrocarbon yield
2.998235893249511719e+01,7.172772979736328125e+01,1.325993156433105469e+01,3.044506454467773438e+01,8.400683403015136719e+00,1.324317336082458496e+00,2.671542358398437500e+01,4.909348487854003906e+00,2.601484537124633789e+00,2.943237876892089844e+01
