# Conversion,C2 selectivity,Aromatics selectivity,Aromatics and Coke selectivity,Coke selectivity,Acetylene/(Ethylene+Ethane),C2 yield,Aromatics yield,Coke yield,Hydrocarbon yield
1.680406379699707031e+01,8.175836944580078125e+01,1.259773254394531250e+01,3.011653137207031250e+01,1.895106124877929688e+01,7.522699832916259766e-01,9.627014160156250000e+00,1.642926812171936035e+00,2.925349712371826172e+00,1.256964492797851562e+01
