# R1 Temperature,R1 Flow,R1 H2/CH4,R2 Temperature,R2 Flow,R2 H2/CH4
2.948427873056773119e-01,-3.500422111103525247e-03,3.631356110282003558e-01,9.504385451760705150e-01,-6.704288164649789827e-01,3.854728460417441438e-01
