# Conversion,C2 selectivity,Aromatics selectivity,Aromatics and Coke selectivity,Coke selectivity,Acetylene/(Ethylene+Ethane),C2 yield,Aromatics yield,Coke yield,Hydrocarbon yield
3.030423164367675781e+01,5.422418594360351562e+01,2.320997428894042969e+01,4.667781448364257812e+01,1.857517623901367188e+01,7.526668310165405273e-01,1.758530616760253906e+01,6.091073989868164062e+00,5.303395271301269531e+00,2.461460876464843750e+01
