# R1 Temperature,R1 Flow,R1 H2/CH4,R2 Temperature,R2 Flow,R2 H2/CH4
5.671273816514013077e-01,4.145188914216681453e-01,-5.657579400005818826e-01,9.315057848143875052e-01,2.967600351728444386e-01,1.247788982054231499e-01
