# Conversion,C2 selectivity,Aromatics selectivity,Aromatics and Coke selectivity,Coke selectivity,Acetylene/(Ethylene+Ethane),C2 yield,Aromatics yield,Coke yield,Hydrocarbon yield
3.991847610473632812e+01,5.422339630126953125e+01,1.799270629882812500e+01,4.758157348632812500e+01,2.456655502319335938e+01,9.567092657089233398e-01,2.624983215332031250e+01,6.950080871582031250e+00,8.622097969055175781e+00,3.251064300537109375e+01
