# Conversion,C2 selectivity,Aromatics selectivity,Aromatics and Coke selectivity,Coke selectivity,Acetylene/(Ethylene+Ethane),C2 yield,Aromatics yield,Coke yield,Hydrocarbon yield
4.617648696899414062e+01,4.344335174560546875e+01,2.174328422546386719e+01,5.249792098999023438e+01,2.768554496765136719e+01,9.698216915130615234e-01,2.707758712768554688e+01,7.671313285827636719e+00,9.737051963806152344e+00,3.459072494506835938e+01
