# Conversion,C2 selectivity,Aromatics selectivity,Aromatics and Coke selectivity,Coke selectivity,Acetylene/(Ethylene+Ethane),C2 yield,Aromatics yield,Coke yield,Hydrocarbon yield
3.406057357788085938e+01,6.061320114135742188e+01,1.916856002807617188e+01,3.685631942749023438e+01,2.149094390869140625e+01,8.158804774284362793e-01,2.246378326416015625e+01,5.696235656738281250e+00,6.754918575286865234e+00,2.709735107421875000e+01
