# R1 Temperature,R1 Flow,R1 H2/CH4,R2 Temperature,R2 Flow,R2 H2/CH4
3.159086446821742777e-01,6.293230317338287527e-01,-7.115825672029257865e-02,9.005608784877645601e-01,-5.083477703480756560e-01,-9.970092257858802209e-02
