# Conversion,C2 selectivity,Aromatics selectivity,Aromatics and Coke selectivity,Coke selectivity,Acetylene/(Ethylene+Ethane),C2 yield,Aromatics yield,Coke yield,Hydrocarbon yield
3.468317794799804688e+01,6.789117431640625000e+01,1.375298976898193359e+01,3.768742370605468750e+01,1.097995758056640625e+01,1.325613379478454590e+00,2.653610038757324219e+01,5.404163837432861328e+00,3.038389682769775391e+00,3.068285751342773438e+01
