# Conversion,C2 selectivity,Aromatics selectivity,Aromatics and Coke selectivity,Coke selectivity,Acetylene/(Ethylene+Ethane),C2 yield,Aromatics yield,Coke yield,Hydrocarbon yield
2.739826011657714844e+01,4.957574462890625000e+01,2.092976951599121094e+01,4.715178298950195312e+01,3.526416397094726562e+01,8.546971678733825684e-01,1.498768138885498047e+01,5.970036029815673828e+00,9.802451133728027344e+00,2.007198905944824219e+01
