# Conversion,C2 selectivity,Aromatics selectivity,Aromatics and Coke selectivity,Coke selectivity,Acetylene/(Ethylene+Ethane),C2 yield,Aromatics yield,Coke yield,Hydrocarbon yield
4.428084564208984375e+01,5.070894622802734375e+01,2.018252372741699219e+01,5.452061080932617188e+01,2.796463394165039062e+01,6.348016858100891113e-01,2.551679611206054688e+01,7.600678920745849609e+00,1.045812797546386719e+01,3.363981246948242188e+01
