# R1 Temperature,R1 Flow,R1 H2/CH4,R2 Temperature,R2 Flow,R2 H2/CH4
7.506652760327360285e-01,4.297107133235650300e-01,-8.269343299259447333e-01,9.747508369010432494e-01,1.923192197485050214e-01,4.492388407787811788e-02
